Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion
How are you doing today?,inactive,8_0,T,gt,
Good.,inactive,8_1,P,gt,
What's been going on?,inactive,8_2,T,irq,
Been a little anxious about a shopping habit that I have,symp/reasoning,8_3,P,id,
talk about that?,routine,8_4,T,yq,
"Yes, Well, I have to buy everything in pairs or in twos. And if I only have one thing I won't buy it I'll put it back or I'll look around the store for another thing so that I have two things to buy.Y",symp/reasoning,8_5,P,id,
"So when you go into store, if you just have one thing you want to buy one item you went there for you will buy a second item or even more just Second,",routine,8_6,T,irq,
sometimes it can be more as long as it's reached the minimum of two.,symp/reasoning,8_7,P,id,
"So you have to leave having purchased a minimum of two, right? Or if you can't find something else, you won't buy it at all. Exactly. So So zero would also be acceptable.",symp/reasoning,8_8,T,orq,
Zero would be acceptable.,symp/reasoning,8_9,P,od,
"But one, ",symp/reasoning,8_10,T,orq,
"no, no, no, I can't do just one guy can't do one. Okay. Now, it's got to be two or more.",symp/reasoning,8_11,P,od,
And what happens that has ever been the occasion where you've only purchased one thing?,symp/reasoning,8_12,T,irq,
I can't really remember one. I'm sure there has been but I can't really remember one.,symp/reasoning,8_13,P,id,
" So for all this period of time, you have successfully either purchase nothing, or two or more items.",symp/reasoning,8_14,T,orq,
"Oh, yeah. I have to it's very anxiety producing if I don't know",symp/reasoning,8_15,P,od,
how anxiety producing,symp/reasoning,8_16,T,irq,
"it, I just feel like something bad will happen. If I don't keep it to two or more.",symp/reasoning,8_17,P,id,
"You know, what would happen? give a specific.",routine,8_18,T,irq,
"Well, for example, like my family would be in a car accident, or I would hit deer or you know, get fired from my job.",story,8_19,P,id,
"So something really, really bad will happen. This is hurtful for you. This is causing you pain. ",symp/reasoning,8_20,T,yq,
Yes.,inactive,8_21,P,ack,
"And this would happen. This would really happen on any shopping trip where you just want one thing you'd be reminded, so if you went in wanting more than one thing, it's not a problem, right?",symp/reasoning,8_22,T,irq,
It's if I only really need one thing And then I can't just buy that one thing that I need.,symp/reasoning,8_23,P,id,
"Alright, so how often does this happen? Where you are in a situation where you want to make a purchase of just one item? And you have to you have to change because the anxiety ",symp/reasoning,8_24,T,irq,
"daily,",symp/reasoning,8_25,P,id,
daily?,routine,8_26,T,yq,
"yeah, because I mean, if I go grocery shopping or if I go clothes shopping or for any kind of money transactional thing, you know, which I would encounter daily pretty much it happens",symp/reasoning,8_27,P,ack,
I would like fill up your car gasoline.,symp/reasoning,8_28,T,gc,
Oh then oh bipac accom.,inactive,8_29,P,gc,
So it has an effect that level two.,inactive,8_30,T,yq,
Yeah.,inactive,8_31,P,ack,
"So you're thinking it almost like the number of transactions has to be more than one. I mean, it has to be two or zero.",symp/reasoning,8_32,T,irq,
"Yeah, I guess so. Yeah. No. Or vitamins or number of transactions? Yeah. Because see if I get gas, then I have the gas in my car. That's the thing.",story,8_33,P,id,
"That's one transaction and one thing and one thing, okay. And then. Okay, so that's one product, right? And you need another product. Right? So you really can't feel your car without going inside the station. Store.",story,8_34,T,irq,
NO,inactive,8_35,P,ack,
"So it doesn't matter that there's more than one gallon going in, is because it's the same product. ",story,8_36,T,yq,
Exactly. Yes.,inactive,8_37,P,ack,
"So I could see now this, this would be more of a daily thing. You said, Right. Yeah. Because at first I was thinking daily. That's a lot of individual shopping trips, but it applies to all transaction. ",symp/reasoning,8_38,T,irq,
Exactly. Yeah. I did really realize that that way. But it does. Yeah. Yeah.,symp/reasoning,8_39,P,id,
So this is a fairly significant source of anxiety for you.,routine,8_40,T,irq,
"Yes, it is. It does. Pr I get, you know, like, builds up in me and I feel it.",routine,8_41,P,id,
"So let's talk about that. And help me to understand this better. So let's say that you went to a convenience store, and just had one thing in mind, what might be a potential item that you would gum? gum, right? So you want to go in and you just want to buy a pack of gum. That's all you really want. That's why you stopped at the store. ",story,8_42,T,irq,
Right,story,8_43,P,ack,
" So you go in, you have any thoughts? Now we talked in the past about automatic thoughts, these thoughts just kind of come in, right. So are there any thoughts in there happening when you're walking into the store?",story,8_44,T,irq,
"Yeah, I start. I start with what do I need? Why am I here? You know, I need a pack of gum. And then it's instant anxiety that what else am I gonna get? What else can I get to make it the two?",story,8_45,P,id,
"All right. So the thought is What else can I get? Yeah, like this one, the past will be two has to be two. It has to be two. That's not that's Yeah. So that's also possible more demanding. Yeah. So it has to be.",story,8_46,T,orq,
Yeah. So I guess the first thought is what else? What else do I have to get? Yeah. And then so jumps right,story,8_47,P,od,
to the anxiety. So is the anxiety,story,8_48,T,irq,
"It starts going down. Okay,",story,8_49,P,id,
so it's really gradually,story,8_50,T,yq,
"Yes, but it is really it is really Yes. Once it completely gone. When I'm done that",story,8_51,P,op,
"Alright, so you so really the the worst anxiety would be approaching the store entering in that moment of uncertainty. When you don't know the second Yeah,",symp/reasoning,8_52,T,yq,
absolutely. All right.,symp/reasoning,8_53,P,ack,
"Okay. So if you could relieve that anxiety, that would be one of your goals. ",routine,8_54,T,yq,
That would be fantastic. Fantastic.,routine,8_55,P,op,
All right. So let's think about this way. Do you? Do you know the reason that you do this? You have any guesses?,routine,8_56,T,orq,
"I would guess that. I mean, we've talked about you my dad had some bad experiences I had I sound awful. Yeah, they've, they were difficult. So I wonder if that's not somehow linked to this behavior somehow. Being impossibly",symp/reasoning,8_57,P,od,
Alright. So you've been through some really tough times to put it mildly. And what You're afraid of if you only buy the one item? Is something safety related happening?,symp/reasoning,8_58,T,irq,
Yes. Yes. Like the car accident or the Yes. Safety. Definitely my personal safety or my family's safety.,symp/reasoning,8_59,P,id,
And I guess security like the,routine,8_60,T,irq,
"security Yeah. And yeah, security.",routine,8_61,P,id,
So safety and security. They're at risk for you.,symp/reasoning,8_62,T,yq,
Yes.,inactive,8_63,P,ack,
"When you don't follow this role, the rule and I will Yeah. So if we think about it in terms of the cognitive model, we talked about the core beliefs and the intermediate beliefs, which are the attitudes and assumptions expectations, so the core belief here the only thoughts when it might be",story,8_64,T,orq,
"well, now that you said that, or you know, pointed out those safety security issues, I didn't really realize that but it is. Maybe that just that I'm not okay, I'm not",symp/reasoning,8_65,P,od,
"I'm not okay. I'm not safe. I am vulnerable,",symp/reasoning,8_66,T,irq,
"vulnerable. Yeah, I'm vulnerable. Am I an exposed? exposed to danger to?",symp/reasoning,8_67,P,id,
Sure at risk? Yeah.,symp/reasoning,8_68,T,irq,
That's my rule.,inactive,8_69,P,id,
"And then when a situation presents itself, which would be an impending transaction. That's the situation we talked about how the situation blends together. With that, in this case rule that intermediate. So when they come together, what's that automatic thought?",story,8_70,T,irq,
When the situation and,inactive,8_71,P,id,
"trends potential transactions approaching you, and you handed me a belief I need to buy everything",story,8_72,T,irq,
in tears. What else am I getting in?,inactive,8_73,P,id,
And then what's the behavior? That is a product of that automatic thought of I do you buy the second item? Yeah. And the feeling is the feeling of falls.,story,8_74,T,irq,
that follows that purchase of,inactive,8_75,P,id,
"well, the follows on Mac thought, oh, anxiety, anxiety, and then what's the feeling that follows the purchase? Yeah. Relief relief. Alright. So can you see how the mechanism what's happening to you could be explained one explanation through through the cognitive load",symp/reasoning,8_76,T,orq,
there much it didn't sit very well.,inactive,8_77,P,od,
"Alright. So let's talk about the rule of the Rule of Two. Now we, we, we talked before, we're talking about cognitive therapy, about useful and less than useful thoughts, right? functional and less functional or dysfunctional. thoughts. Do you think that sitting here now, not so much necessarily in the store? I know that's probably a different thought process. But talking with me now, do you see a causal connection between purchasing two items and a safety or security breach?",story,8_78,T,irq,
"Yeah. I mean, there's no I recognize you recognize your Work and stuff that it's not. It doesn't make sense. It's not a useful, a useful thought maybe",inactive,8_79,P,id,
it's not a useful in this case thought munei useful intermediate belief.,inactive,8_80,T,orq,
"Yeah, yeah.",inactive,8_81,P,od,
"So you recognize that you appreciate that. There is not a link between Elio purchasing here. And in either direction, though, right meaning, so you realize that, that if you buy to, this doesn't necessarily keep you safe either. So you can't introduce safety or the process of risk of being unsafe, you can't introduce risk or safety through your transacting behavior.",symp/reasoning,8_82,T,irq,
That's very true. Yeah.,routine,8_83,P,id,
Does that make sense?,routine,8_84,T,yq,
"Yeah, it does. It really does. I Can't it doesn't make what you're saying makes sense. But it doesn't make sense to introduce safety or either side of the point.",routine,8_85,P,ack,
So do overs or rest are not influenced by your behavior.,routine,8_86,T,yq,
Yeah.,inactive,8_87,P,ack,
"But that's not what your mind is telling you. That's not what your thoughts are telling you. That's logical. And you can sit here with me. And it's not easy to say, but you can say, Yeah, I don't see a link.",routine,8_88,T,orq,
"Yeah, I don't see a link, but I know what I feel and what I feel is that impending doom, if you will.",routine,8_89,P,od,
"So let's talk about that moment. So in this moment, maybe a little anxious now, but you can kind of see how, right you can't protect yourself or cause harm to yourself or anyone else. By buying to or failing to buy to write in the store, or wherever you make the transaction, different story. So you have, let's, let's go a different direction. I talked about how you walk into a store, and you think, well, I get those the phone, right? And you end up getting something else. Yes, the anxiety then kind of goes away. And we'll come up the next time that happens. But it's a way it's gone for that moment. So, I want you to kind of stay with me as I go through another scenario. And you maybe have figured out what I'm going to do here, but",routine,8_90,T,orq,
I need it in your scenario. Okay.,routine,8_91,P,od,
"So maybe GM isn't the ideal example but you see my right yeah. See, you go into the now you go to the store, you realize you only have enough resources to make the one transaction and you really want it so zero is not. So, now walk me through the thoughts and the feelings",story,8_92,T,irq,
what I would normally do or what I,routine,8_93,P,crq,
would think would happen,routine,8_94,T,cd,
"I would panic. I mean not panic, like break down or something, but I mean it would be very, very stressful if I absolutely had to get that item. Um, I would probably try to scrape change out of my car, but I know we're not going there now. Yeah, no stay there. But um, I would be very, very difficult.",routine,8_95,P,id,
Could you do it?,routine,8_96,T,yq,
I'm physically capable of doing it. Okay.,routine,8_97,P,op,
And that is one level of being able. But how about in terms of your thinking? And your feeling?,routine,8_98,T,crq,
"I could do it, I could do it. I could get through it.",routine,8_99,P,cd,
And what would happen? How much anxiety with you experience and with the anxiety fade off?,routine,8_100,T,irq,
"It will fade off? I think. I mean, it would have to, I would imagine, so it would fade. I think it would take a longer period of time to fade than if I had just gotten even now seeing here, but even if I had just gotten another item, okay, the world is going to be safe for another five minutes. We're good. How much you're feeling right now? very anxious, right? Yeah.",routine,8_101,P,id,
