Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion
"Okay, Felicity, before we start to talk about what you've come here to see me for today, I just wanted to raise an issue with you. I think we both realized when you walked in here that we've seen each other before. ",story,115_0,T,id,
"Yeah, I'm Jake's mom. I've seen you at kindy. ",inactive,115_1,P,ack,
"That's right. That's right. We do run into each other, a fair bit at the kindergarten. So I suppose what that brings up for me is that I'm a psychologist, and there is certain boundaries that I have to uphold with my clients. And I think that we need to talk about what we're going to do about this, that we we do see each other quite often and how we're going to manage that in terms of, you know, keeping those appropriate boundaries within therapy and outside the therapy room.",story,115_2,T,id,
Okay. Yeah.,inactive,115_3,P,ack,
" So how I say this, we have a few different options. The first one is that we could decide not to engage in therapy together. Given that, you know, there could be some issues when we see each other outside of therapy. Okay, how would that option sit for you? ",story,115_4,T,irq,
"Well, um, I guess, part of the problem for me is that I really, I feel that I really need to talk to someone about what's going on for me and I don't really, there's no one else in town I can talk to okay. ",symp/reasoning,115_5,P,id,
"Yeah, psycho psychology services are quite limited in this area. Yeah. Okay. So you really feel that you need the help and this is the only option that you've got. So given that that's the case. How do you think we could manage this one we do run into each other outside of the therapy rooms so that we don't cross over you know, the boundaries of therapists and clients. So if I see you at the kindergarten shall we acknowledge each other and you know, keep walking or how would you like to manage it? ",story,115_6,T,irq,
"No, I mean, I think I think it's good if you know if we can, like say hi and stuff, but I mean, I probably Probably wouldn't want to talk to you at kindy about what we do here in case other people hear it.",story,115_7,P,id,
"Sure, sure. And I'm really glad that you brought that point up, because I think that, given that we will run into each other quite a bit at the kindergarten, it's fine for us to acknowledge each other, but we do need to keep the therapeutic issues that we talk here in therapy for therapy. Yeah, yeah. I'm glad that you think that it that would not be appropriate. ",routine,115_8,T,id,
"Yeah. Yeah.  And I mean, you wouldn't, you wouldn't tell anybody other moms, would you?",inactive,115_9,P,irq,
"No, no, I'm, I would definitely keep it confidential, that we're in a therapeutic relationship together. Nobody else needs to yet be aware of that. Okay. ",story,115_10,T,id,
"So it's kind of like, we've got therapy for in here, but then out there. We're just mums. ",inactive,115_11,P,id,
"That's exactly right. So if we could just keep it at you know, those things separate then I don't think we should run into any problems in therapy. Yeah, but perhaps we could check in from time to time to see you know, whether that It's becoming a problem for ",story,115_12,T,ack,
"Yeah, yeah. Okay. Yeah, that sounds good.",inactive,115_13,P,ack,
" Do you think that sounds okay? Yep. All right. So now that we've discussed that issue, yeah. Let's talk about why you've come in to talk to me today. ",story,115_14,T,id,
Okay.,,115_15,P,ack,
summary,The therapist had seen patient in kindergarten. Patient was there to take a therapy. Patient stated to a quick talk with therapist. There were very less therapist in the area. Patient befriend with therapist to say hi and stuff. Therapist said that the therapy was confidential and its between therapist and patient only.,,,,
primary_topic,Therapy,,,,
secondary_topic,Therapy,,,,
