Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion
"Hi, Alex. My name is Tony. I'll be your nurse for today. How are you doing?",inactive,42_0,T,gt,
"I'm okay, I guess just waiting for the stitches to come out and be nice. ",symp/reasoning,42_1,P,gt,
"Oh, what happened? Oh, God. Can you tell me a little bit more about this firefight?",symp/reasoning,42_2,T,irq,
"kit storytime you're ready for this. So brown my girls having a fantastic time looking off on fleek and fish. And then this girl, like she has the nerve to stare at me from across the room. It gives me kind of kind of like this. And then she comes up to me, she bumps into me spills my drink. And she comes up and then she's like, a man. So I'm like, excuse me. So obviously I pushed her she pushed me kind of thing. And yeah, one thing led to another I it's a it's a blur from that point on but all I know is cops showed up. I'm here and I have this to deal with. Fantastic right?",story,42_3,P,id,
"Well from from what I'm getting here. As you were intoxicated at that point in time, and you had a conversation with this girl, which led to the firefight, ",routine,42_4,T,crq,
"Miss Allison or the toxic get out smashed, should have seen it. But like, this type of thing doesn't happen often. So I don't want you to be sitting here and referring me to some aka because Yo, I'm not an alcoholic.",story,42_5,P,cd,
"Okay, so it seems like you get offended and feel offended. being referred to it. ",routine,42_6,T,yq,
"Yeah, exactly. ",routine,42_7,P,ack,
"Right. Yeah. All right. Well, we do have some time right now. If it's okay with you. I was wondering if we could talk a little bit about your drinking habits.",symp/reasoning,42_8,T,irq,
" Yeah, sure. ",routine,42_9,P,ack,
Sure you what is drinking do for you?,symp/reasoning,42_10,T,irq,
"Well, you know being 25 that's what we do. Like we get together we hang out we get a couple of drinks. It's me and my girls. We do this all the time and I love this. It breaks the ice when we go socialize. So, meet new people kind of thing. You know, girlfriend circle. It's fantastic. And it definitely relaxes me after a stressful week and my weeks are so stressful as I need this, you know? So, I mean, yeah, but just so you know, I do drink responsibly and I never drink and drive and I don't intend on doing that. ",story,42_11,P,id,
"Okay, so to me, it seems that drinking is your way of relaxing with your friends. It's your way to socialize and it breaks that is right, it helps you socialize and, you know, I'm I also wanted to say that it's very responsible of you to be drinking and not driving. Thank you. How has it affected your life?",story,42_12,T,irq,
"Who hasn't? Well, I mean, none of this happens and you have it because of that firefight. And he's gonna be disappointed. Sorry. I guess you could say that my relationship with Henry, it's been great, fantastic. But he says that when I drink, it's like, I'm not myself. It's like somebody who's never met before. And obviously, you can imagine the arguments, the fights, and oh my god, all that stress. It's just, I love them so much, but you know, but it's a stress and it's like, I don't forget to make it.",story,42_13,P,id,
"So for my understanding, drinking, it helps you socialize with friends, it relaxes you. It's, you know, your way of just, you know, it breaks that ice for you. On the other hand, it's causing that a lot of arguments with you and your significant other Henry. Yeah. And it's causing a lot that all those arguments are leading to a lot of stress in your relationship, this kind of stuff.",story,42_14,T,gc,
"Yeah, I mean, we're engaged in this as well. Like you put it that way, I mean, worried because what's he going to think of you later on in life? What's he going to tell our children? Oh, your mom's an alcoholic. She drank this and they got into fight. I don't want I don't want anyone to ever think of me that way. But at the same time, I mean, I don't want to quit cold turkey. I mean, you must understand how hard this is for me to even be here and talk about it. But I love him so much. I mean, I would do anything for him. And he's going to be so disappointed in me hasn't even seen him like, I don't know, how can I face them?",story,42_15,P,id,
This seems like a very lucky guy to have someone love him that much.,routine,42_16,T,id,
"Boy, seriously, he's not gonna find anybody that loves him. As much as I do. Trust me on that is not going to happen.",routine,42_17,P,od,
