Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion
"Good afternoon, Bruce. I'm glad you could make it in today. Thanks for coming in. Last week when you were you had come in because you had had a positive urine analysis test for marijuana. And so we were working on ways that you could cut down or extinguish marijuana use altogether. And how did you feel about our talk last week?",symp/reasoning,70_0,T,gt,
"It was okay, I guess.",symp/reasoning,70_1,P,id,
Yeah. Just okay.,inactive,70_2,T,crq,
Yeah.,inactive,70_3,P,ack,
"All right. Okay, so I want to refresh your memory and I've got my notes here. Do you mind if I refer to my notes? ",routine,70_4,T,yq,
okay,inactive,70_5,P,ack,
yeah.,routine,70_6,T,gc,
"Yeah, I wasn't in the mood.",inactive,70_7,P,on,
I'm wondering what you could have done in the world.,inactive,70_8,T,orq,
I'm not sure what I could have done.,inactive,70_9,P,od,
"And so because of the not exercising, did it make any difference in your marijuana usage this week?",symp/reasoning,70_10,T,irq,
"Yeah, it was used a bit more.",symp/reasoning,70_11,P,id,
Okay. Okay. So how would you tie those two things together By not running?,symp/reasoning,70_12,T,irq,
"I think the mix when I'm not exercising, generally I would turn to the more usage.",symp/reasoning,70_13,P,id,
"Yeah, yeah. So when you reflect back now on last week, and the rain coming down, and it was cold, I'm wondering if there was a way that you could change your perception about that, such that it wouldn't stop you from running. What do you think?",routine,70_14,T,irq,
"Yeah To change the perception above, maybe wear a rain jacket or something.",routine,70_15,P,od,
"Mm hmm, that would be a great idea. That would be an excellent idea.",routine,70_16,T,ack,
"Well, I tried to stay away, but I didn't. I still saw some of them.",routine,70_17,P,id,
So it was it was difficult to cut them out of your life? Last week?,routine,70_18,T,yq,
Yeah.,routine,70_19,P,ack,
"And  you tell me more but what was difficult about it,",routine,70_20,T,irq,
"the stuff that they think something badly of the I didn't want them to think  You know, avoiding the raising.",routine,70_21,P,id,
So you did it sounds like you didn't want to hurt their feelings.,routine,70_22,T,yq,
Yes,inactive,70_23,P,ack,
by them thinking that you were going to avoid them.,routine,70_24,T,yq,
yes,inactive,70_25,P,ack,
And so as a result of this what what happened?,routine,70_26,T,irq,
"Well, I just ended up going to see them and then hanging out.And, yeah.",routine,70_27,P,id,
"So because you were worried about them thinking that you were trying to avoid them, you ended up using marijuana. Is that correct?",routine,70_28,T,yq,
Yeah.,inactive,70_29,P,ack,
And I'm wondering how you could do that differently this week.,inactive,70_30,T,irq,
"Well, I could, I suppose I could just try hard enough to go and see you guys.",routine,70_31,P,id,
And what would that involve trying harder not to go see them?,routine,70_32,T,yq,
Hmm.,inactive,70_33,P,ack,
Yeah. Sometimes it is that simple is just making that commitment. yourself and just drawing the line. And do you have any friends that do not use marijuana that you could kind of associate with?,routine,70_34,T,irq,
"Yes i do, I don't feel that often, but I could, I could start to see that more. ",routine,70_35,P,id,
Okay. How about motivated on a scale of one to 10? Would you say you are to kind of reignite friendships with people that don't smoke pot?,symp/reasoning,70_36,T,irq,
Three.,symp/reasoning,70_37,P,id,
"Okay. So you're still, you're still a little iffy about you about whether you want to associate with those friends again, but I have to ask you, Bruce, what do you what made you say three instead of one?",routine,70_38,T,irq,
"Well, because I know for all, so I feel like I need to, I think I should start doing something about it.",routine,70_39,P,id,
"I think that's great insight that you're able to see that moving towards The friends that don't smoke pot and making the effort to do that is actually going to enhance your life incredibly. And when you associated with the friends that didn't smoke pot in the past, what kind of things did you do?",story,70_40,T,irq,
Like what what kind of things activities and things?,routine,70_41,P,crq,
Yeah. Was it fun to be with them?,routine,70_42,T,cd,
"Yeah, it was fun. Yeah, we just mostly are like doing some outdoor activities, maybe just sort of get some pressure kind of thing. Usually it's not so like, you know, there's more. They tend to do more healthy activities, I would say.",symp/reasoning,70_43,P,id,
"So you can recall living a healthier life then and having fun outdoors and basically having a healthier life overall, without using the pot.",symp/reasoning,70_44,T,orq,
Yeah You're right there. It could be I might take my mind off of it.,routine,70_45,P,od,
"Sometimes it's good to remember having those good times with the friends that didn't smoke the pot because it makes you realize that you don't really need it. And I think that's a great, I think that's a great idea.",routine,70_46,T,gc,
Was I really had a lot of second thoughts. I was worried about commitment and that kind of thing. So I didn't feel like that was the right the right idea.,routine,70_47,P,gc,
"Okay, so you had some second thoughts about that. You're excited about it and last week's session, but after you had a chance to reflect upon it, you kind of realized that it wasn't getting a dog was not the best Thanks for you, ",routine,70_48,T,gc,
